"","make","country","year","model","vclass","displ","tran","trans_dscr","cyl","drive","fueltype","tcharger","scharger","guzzler","cty","hwy","cmb","pv","lv"
"11419","ford","united states",2002,"Mustang","Subcompact Cars",3.8,"Manual 5-spd",NA,"6","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,17,27,21,82,11
"11420","ford","united states",2002,"Mustang","Subcompact Cars",4.6,"Automatic 4-spd","CLKUP","8","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,16,22,18,82,11
"11421","ford","united states",2002,"Mustang","Subcompact Cars",4.6,"Manual 5-spd",NA,"8","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,16,23,19,82,11
"11422","ford","united states",2002,"Escort","Compact Cars",2,"Automatic 4-spd","CLKUP","4","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,23,32,26,87,13
"11423","ford","united states",2002,"Focus","Compact Cars",2,"Automatic 4-spd","CLKUP","4","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,23,29,25,95,15
"11424","ford","united states",2002,"Focus","Compact Cars",2,"Automatic 4-spd","CLKUP","4","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,23,29,25,95,15
"11425","ford","united states",2002,"Focus","Compact Cars",2,"Manual 6-spd",NA,"4","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,23,20,95,15
"11426","ford","united states",2002,"Focus","Compact Cars",2,"Manual 5-spd",NA,"4","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,25,32,28,95,15
"11427","ford","united states",2002,"Focus","Compact Cars",2,"Manual 5-spd",NA,"4","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,22,31,25,95,15
"11428","ford","united states",2002,"Crown Victoria","Large Cars",4.6,"Automatic 4-spd","CLKUP","8","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,15,23,18,111,21
"11429","ford","united states",2002,"Taurus","Large Cars",3,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,18,25,21,105,17
"11430","ford","united states",2002,"Taurus","Large Cars",3,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,18,25,20,105,17
"11431","ford","united states",2002,"Focus Station Wagon","Midsize Station Wagons",2,"Automatic 4-spd","CLKUP","4","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,23,29,25,96,36
"11432","ford","united states",2002,"Focus Station Wagon","Midsize Station Wagons",2,"Automatic 4-spd","CLKUP","4","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,23,29,25,96,36
"11433","ford","united states",2002,"Focus Station Wagon","Midsize Station Wagons",2,"Manual 5-spd",NA,"4","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,25,32,28,96,36
"11434","ford","united states",2002,"Focus Station Wagon","Midsize Station Wagons",2,"Manual 5-spd",NA,"4","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,22,31,25,96,36
"11435","ford","united states",2002,"Taurus Wagon","Midsize Station Wagons",3,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,17,24,20,104,39
"11436","ford","united states",2002,"Taurus Wagon","Midsize Station Wagons",3,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,17,24,19,104,39
"11437","ford","united states",2002,"Explorer Sport Trac 2WD","Standard Pickup Trucks",4,"Automatic 5-spd","CLKUP","6","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,14,19,16,NA,NA
"11438","ford","united states",2002,"Explorer Sport Trac 2WD","Standard Pickup Trucks",4,"Manual 5-spd",NA,"6","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,15,20,17,NA,NA
"11439","ford","united states",2002,"F150 Pickup 2WD","Standard Pickup Trucks",4.2,"Manual 5-spd",NA,"6","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,15,19,17,NA,NA
"11440","ford","united states",2002,"F150 Pickup 2WD","Standard Pickup Trucks",4.6,"Automatic 4-spd","CLKUP","8","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,14,19,16,NA,NA
"11441","ford","united states",2002,"F150 Pickup 2WD","Standard Pickup Trucks",5.4,"Automatic 4-spd","CLKUP","8","Rear-Wheel Drive","Premium",FALSE,TRUE,FALSE,11,15,12,NA,NA
"11442","ford","united states",2002,"F150 Pickup 2WD","Standard Pickup Trucks",4.2,"Automatic 4-spd","CLKUP","6","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,14,19,16,NA,NA
"11443","ford","united states",2002,"F150 Pickup 2WD","Standard Pickup Trucks",4.6,"Manual 5-spd",NA,"8","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,13,18,15,NA,NA
"11444","ford","united states",2002,"F150 Pickup 2WD","Standard Pickup Trucks",5.4,"Automatic 4-spd","CLKUP","8","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,13,18,15,NA,NA
"11445","ford","united states",2002,"Ranger Pickup 2WD","Standard Pickup Trucks",2.3,"Automatic 5-spd","CLKUP","4","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,18,23,20,NA,NA
"11446","ford","united states",2002,"Ranger Pickup 2WD","Standard Pickup Trucks",2.3,"Manual 5-spd",NA,"4","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,21,25,23,NA,NA
"11447","ford","united states",2002,"Ranger Pickup 2WD","Standard Pickup Trucks",3,"Automatic 5-spd","CLKUP","6","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,15,20,17,NA,NA
"11448","ford","united states",2002,"Ranger Pickup 2WD","Standard Pickup Trucks",3,"Manual 5-spd",NA,"6","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,17,21,18,NA,NA
"11449","ford","united states",2002,"Ranger Pickup 2WD","Standard Pickup Trucks",4,"Automatic 5-spd","CLKUP","6","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,15,20,17,NA,NA
"11450","ford","united states",2002,"Ranger Pickup 2WD","Standard Pickup Trucks",4,"Manual 5-spd",NA,"6","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,16,20,17,NA,NA
"11451","ford","united states",2002,"Explorer Sport Trac 4WD","Standard Pickup Trucks",4,"Automatic 5-spd","CLKUP","6","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,13,18,15,NA,NA
"11452","ford","united states",2002,"Explorer Sport Trac 4WD","Standard Pickup Trucks",4,"Manual 5-spd",NA,"6","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,14,18,16,NA,NA
"11453","ford","united states",2002,"F150 Pickup 4WD","Standard Pickup Trucks",4.6,"Automatic 4-spd","CLKUP","8","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,13,17,14,NA,NA
"11454","ford","united states",2002,"F150 Pickup 4WD","Standard Pickup Trucks",4.2,"Automatic 4-spd","CLKUP","6","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,14,18,15,NA,NA
"11455","ford","united states",2002,"F150 Pickup 4WD","Standard Pickup Trucks",4.2,"Manual 5-spd",NA,"6","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,14,18,15,NA,NA
"11456","ford","united states",2002,"F150 Pickup 4WD","Standard Pickup Trucks",4.6,"Manual 5-spd",NA,"8","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,12,17,14,NA,NA
"11457","ford","united states",2002,"F150 Pickup 4WD","Standard Pickup Trucks",5.4,"Automatic 4-spd","CLKUP","8","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,12,16,14,NA,NA
"11458","ford","united states",2002,"Ranger Pickup 4WD","Standard Pickup Trucks",4,"Automatic 5-spd","CLKUP","6","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,13,17,15,NA,NA
"11459","ford","united states",2002,"Ranger Pickup 4WD","Standard Pickup Trucks",3,"Automatic 5-spd","CLKUP","6","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,14,17,16,NA,NA
"11460","ford","united states",2002,"Ranger Pickup 4WD","Standard Pickup Trucks",3,"Manual 5-spd",NA,"6","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,16,20,17,NA,NA
"11461","ford","united states",2002,"Ranger Pickup 4WD","Standard Pickup Trucks",4,"Manual 5-spd",NA,"6","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,14,18,15,NA,NA
"11462","ford","united states",2002,"E150 Econoline 2WD","Vans",4.6,"Automatic 4-spd","CLKUP","8","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,14,19,16,NA,NA
"11463","ford","united states",2002,"E150 Econoline 2WD","Vans",4.2,"Automatic 4-spd","CLKUP","6","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,13,17,14,NA,NA
"11464","ford","united states",2002,"E150 Econoline 2WD","Vans",5.4,"Automatic 4-spd","CLKUP","8","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,13,18,15,NA,NA
"11465","ford","united states",2002,"E250 Econoline 2WD","Vans",4.2,"Automatic 4-spd","CLKUP","6","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,13,17,14,NA,NA
"11466","ford","united states",2002,"E250 Econoline 2WD","Vans",5.4,"Automatic 4-spd","CLKUP","8","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,12,17,13,NA,NA
"11467","ford","united states",2002,"E150 Club Wagon","Vans",4.2,"Automatic 4-spd","CLKUP","6","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,13,17,14,NA,NA
"11468","ford","united states",2002,"E150 Club Wagon","Vans",4.6,"Automatic 4-spd","CLKUP","8","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,12,17,14,NA,NA
"11469","ford","united states",2002,"E150 Club Wagon","Vans",5.4,"Automatic 4-spd","CLKUP","8","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,12,16,13,NA,NA
"11470","ford","united states",2002,"Windstar FWD Cargo Van","Minivan",3.8,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,16,21,18,NA,NA
"11471","ford","united states",2002,"Windstar FWD Wagon","Minivan",3.8,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,16,21,18,NA,NA
"11472","ford","united states",2002,"Escape 2WD","Sport Utility Vehicles",2,"Manual 5-spd",NA,"4","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,20,25,22,NA,NA
"11473","ford","united states",2002,"Escape 2WD","Sport Utility Vehicles",3,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,17,23,19,NA,NA
"11474","ford","united states",2002,"Expedition 2WD","Sport Utility Vehicles",4.6,"Automatic 4-spd","CLKUP","8","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,14,19,16,NA,NA
"11475","ford","united states",2002,"Expedition 2WD","Sport Utility Vehicles",5.4,"Automatic 4-spd","CLKUP","8","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,12,17,13,NA,NA
"11476","ford","united states",2002,"Explorer 2WD","Sport Utility Vehicles",4,"Automatic 5-spd","CLKUP","6","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,14,19,16,NA,NA
"11477","ford","united states",2002,"Explorer 2WD","Sport Utility Vehicles",4,"Manual 5-spd",NA,"6","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,15,20,17,NA,NA
"11478","ford","united states",2002,"Explorer 2WD","Sport Utility Vehicles",4.6,"Automatic 5-spd","CLKUP","8","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,13,18,15,NA,NA
"11479","ford","united states",2002,"Explorer Sport 2WD","Sport Utility Vehicles",4,"Automatic 5-spd","CLKUP","6","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,15,20,17,NA,NA
"11480","ford","united states",2002,"Explorer Sport 2WD","Sport Utility Vehicles",4,"Manual 5-spd",NA,"6","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,16,20,17,NA,NA
"11481","ford","united states",2002,"Escape 4WD","Sport Utility Vehicles",2,"Manual 5-spd",NA,"4","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,19,23,21,NA,NA
"11482","ford","united states",2002,"Escape 4WD","Sport Utility Vehicles",3,"Automatic 4-spd","CLKUP","6","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,16,22,18,NA,NA
"11483","ford","united states",2002,"Expedition 4WD","Sport Utility Vehicles",4.6,"Automatic 4-spd","CLKUP","8","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,12,16,14,NA,NA
"11484","ford","united states",2002,"Expedition 4WD","Sport Utility Vehicles",5.4,"Automatic 4-spd","CLKUP","8","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,11,15,13,NA,NA
"11485","ford","united states",2002,"Explorer 4WD","Sport Utility Vehicles",4,"Automatic 5-spd","CLKUP","6","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,13,18,15,NA,NA
"11486","ford","united states",2002,"Explorer 4WD","Sport Utility Vehicles",4,"Manual 5-spd",NA,"6","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,14,18,16,NA,NA
"11487","ford","united states",2002,"Explorer 4WD","Sport Utility Vehicles",4.6,"Automatic 5-spd","CLKUP","8","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,13,17,14,NA,NA
"11488","ford","united states",2002,"Explorer Sport 4WD","Sport Utility Vehicles",4,"Automatic 5-spd","CLKUP","6","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,13,18,15,NA,NA
"11489","ford","united states",2002,"Explorer Sport 4WD","Sport Utility Vehicles",4,"Manual 5-spd",NA,"6","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,14,18,15,NA,NA
"11490","ford","united states",2002,"Crown Victoria CNG","Large Cars",4.6,"Automatic 4-spd","CLKUP","8","Rear-Wheel Drive","CNG",FALSE,FALSE,FALSE,14,20,16,111,16
"11491","ford","united states",2002,"F150 CNG","Standard Pickup Trucks",5.4,"Automatic 4-spd","CLKUP","8","Rear-Wheel Drive","CNG",FALSE,FALSE,FALSE,11,15,12,NA,NA
"11492","ford","united states",2002,"F150 Dual-fuel 2WD (CNG)","Standard Pickup Trucks",5.4,"Automatic 4-spd",NA,"8","Rear-Wheel Drive","Gasoline or natural gas",FALSE,FALSE,FALSE,10,14,11,NA,NA
"11493","ford","united states",2002,"F150 Dual-fuel 4WD (CNG)","Standard Pickup Trucks",5.4,"Automatic 4-spd",NA,"8","4-Wheel or All-Wheel Drive","Gasoline or natural gas",FALSE,FALSE,FALSE,10,14,11,NA,NA
"11494","ford","united states",2002,"F150 Dual-fuel 2WD (LPG)","Standard Pickup Trucks",5.4,"Automatic 4-spd",NA,"8","Rear-Wheel Drive","Gasoline or propane",FALSE,FALSE,FALSE,11,15,12,NA,NA
"11495","ford","united states",2002,"F150 Dual-fuel 4WD (LPG)","Standard Pickup Trucks",5.4,"Automatic 4-spd",NA,"8","4-Wheel or All-Wheel Drive","Gasoline or propane",FALSE,FALSE,FALSE,11,15,12,NA,NA
"11496","ford","united states",2002,"Explorer FFV 4WD","Sport Utility Vehicles",4,"Automatic 5-spd","CLKUP","6","4-Wheel or All-Wheel Drive","Gasoline or E85",FALSE,FALSE,FALSE,14,19,16,NA,NA
"11497","ford","united states",2002,"Taurus","Large Cars",3,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Gasoline or E85",FALSE,FALSE,FALSE,18,25,21,105,17
"11498","ford","united states",2002,"Taurus Wagon","Midsize Station Wagons",3,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Gasoline or E85",FALSE,FALSE,FALSE,17,24,19,104,39
"11499","ford","united states",2002,"Explorer FFV 2WD","Sport Utility Vehicles",4,"Automatic 5-spd","CLKUP","6","Rear-Wheel Drive","Gasoline or E85",FALSE,FALSE,FALSE,14,19,16,NA,NA
"11500","ford","united states",2002,"Ranger FFV 2WD","Standard Pickup Trucks",3,"Automatic 5-spd","CLKUP","6","Rear-Wheel Drive","Gasoline or E85",FALSE,FALSE,FALSE,15,20,17,NA,NA
"11501","ford","united states",2002,"Explorer USPS Electric","Sport Utility Vehicles",NA,NA,NA,NA,NA,"Electricity",FALSE,FALSE,FALSE,45,33,39,NA,NA
"11502","ford","united states",2003,"Thunderbird","Two Seaters",3.9,"Automatic 5-spd","CLKUP","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,22,18,52,8
"11503","ford","united states",2003,"Thunderbird","Two Seaters",3.9,"Automatic 5-spd","CLKUP","8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,23,18,52,8
"11504","ford","united states",2003,"Escort ZX2","Subcompact Cars",2,"Automatic 4-spd","CLKUP","4","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,23,28,25,80,16
"11505","ford","united states",2003,"Escort ZX2","Subcompact Cars",2,"Manual 5-spd",NA,"4","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,23,30,25,80,16
"11506","ford","united states",2003,"Mustang","Subcompact Cars",3.8,"Automatic 4-spd","CLKUP","6","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,17,25,20,82,11
"11507","ford","united states",2003,"Mustang","Subcompact Cars",3.8,"Manual 5-spd",NA,"6","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,17,27,21,82,11
"11508","ford","united states",2003,"Mustang","Subcompact Cars",4.6,"Automatic 4-spd","CLKUP","8","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,16,22,18,82,11
"11509","ford","united states",2003,"Mustang","Subcompact Cars",4.6,"Automatic 4-spd","CLKUP","8","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,16,21,18,82,11
"11510","ford","united states",2003,"Mustang","Subcompact Cars",4.6,"Manual 5-spd",NA,"8","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,16,23,19,82,11
"11511","ford","united states",2003,"Mustang","Subcompact Cars",4.6,"Manual 5-spd",NA,"8","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,15,23,18,82,11
"11512","ford","united states",2003,"Mustang","Subcompact Cars",4.6,"Manual 6-spd",NA,"8","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,21,17,82,11
"11513","ford","united states",2003,"Focus","Compact Cars",2,"Automatic 4-spd","CLKUP","4","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,24,30,26,95,15
"11514","ford","united states",2003,"Focus","Compact Cars",2,"Automatic 4-spd","CLKUP","4","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,22,28,24,95,15
"11515","ford","united states",2003,"Focus","Compact Cars",2,"Manual 5-spd",NA,"4","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,24,32,27,95,15
"11516","ford","united states",2003,"Focus","Compact Cars",2,"Manual 5-spd",NA,"4","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,22,29,24,95,15
"11517","ford","united states",2003,"Focus","Compact Cars",2,"Manual 6-spd",NA,"4","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,18,23,20,95,15
"11518","ford","united states",2003,"Focus","Compact Cars",2.3,"Automatic 4-spd","CLKUP","4","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,21,27,23,95,15
"11519","ford","united states",2003,"Focus","Compact Cars",2.3,"Manual 5-spd",NA,"4","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,22,30,25,95,15
"11520","ford","united states",2003,"Crown Victoria","Large Cars",4.6,"Automatic 4-spd","CLKUP","8","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,16,23,18,111,21
"11521","ford","united states",2003,"Taurus","Large Cars",3,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,18,26,21,105,17
"11522","ford","united states",2003,"Taurus","Large Cars",3,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,18,25,21,105,17
"11523","ford","united states",2003,"Focus Station Wagon","Midsize Station Wagons",2,"Automatic 4-spd","CLKUP","4","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,24,30,26,96,36
"11524","ford","united states",2003,"Focus Station Wagon","Midsize Station Wagons",2,"Automatic 4-spd","CLKUP","4","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,22,28,24,96,36
"11525","ford","united states",2003,"Focus Station Wagon","Midsize Station Wagons",2,"Manual 5-spd",NA,"4","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,24,32,27,96,36
"11526","ford","united states",2003,"Focus Station Wagon","Midsize Station Wagons",2,"Manual 5-spd",NA,"4","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,22,29,24,96,36
"11527","ford","united states",2003,"Focus Station Wagon","Midsize Station Wagons",2.3,"Automatic 4-spd","CLKUP","4","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,21,27,23,96,36
"11528","ford","united states",2003,"Focus Station Wagon","Midsize Station Wagons",2.3,"Manual 5-spd",NA,"4","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,22,30,25,96,36
"11529","ford","united states",2003,"Taurus Wagon","Midsize Station Wagons",3,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,17,24,19,104,39
"11530","ford","united states",2003,"Taurus Wagon","Midsize Station Wagons",3,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,17,24,19,104,39
"11531","ford","united states",2003,"Explorer Sport Trac 2WD","Standard Pickup Trucks",4,"Automatic 5-spd","CLKUP","6","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,15,19,16,NA,NA
"11532","ford","united states",2003,"Explorer Sport Trac 2WD","Standard Pickup Trucks",4,"Manual 5-spd",NA,"6","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,15,20,17,NA,NA
"11533","ford","united states",2003,"F150 Pickup 2WD","Standard Pickup Trucks",4.2,"Automatic 4-spd","CLKUP","6","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,14,19,16,NA,NA
"11534","ford","united states",2003,"F150 Pickup 2WD","Standard Pickup Trucks",4.2,"Manual 5-spd",NA,"6","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,15,19,16,NA,NA
"11535","ford","united states",2003,"F150 Pickup 2WD","Standard Pickup Trucks",4.6,"Automatic 4-spd","CLKUP","8","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,14,19,16,NA,NA
"11536","ford","united states",2003,"F150 Pickup 2WD","Standard Pickup Trucks",4.6,"Manual 5-spd",NA,"8","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,14,18,15,NA,NA
"11537","ford","united states",2003,"F150 Pickup 2WD","Standard Pickup Trucks",5.4,"Automatic 4-spd","CLKUP","8","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,13,17,15,NA,NA
"11538","ford","united states",2003,"F150 Pickup 2WD","Standard Pickup Trucks",5.4,"Automatic 4-spd","CLKUP","8","Rear-Wheel Drive","Premium",FALSE,TRUE,FALSE,11,15,13,NA,NA
"11539","ford","united states",2003,"Ranger Pickup 2WD","Standard Pickup Trucks",2.3,"Automatic 5-spd","CLKUP","4","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,20,24,22,NA,NA
"11540","ford","united states",2003,"Ranger Pickup 2WD","Standard Pickup Trucks",2.3,"Manual 5-spd",NA,"4","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,21,26,23,NA,NA
"11541","ford","united states",2003,"Ranger Pickup 2WD","Standard Pickup Trucks",3,"Automatic 5-spd","CLKUP","6","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,16,20,17,NA,NA
"11542","ford","united states",2003,"Ranger Pickup 2WD","Standard Pickup Trucks",3,"Manual 5-spd",NA,"6","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,17,21,18,NA,NA
"11543","ford","united states",2003,"Ranger Pickup 2WD","Standard Pickup Trucks",4,"Automatic 5-spd","CLKUP","6","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,15,19,16,NA,NA
"11544","ford","united states",2003,"Ranger Pickup 2WD","Standard Pickup Trucks",4,"Manual 5-spd",NA,"6","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,15,20,17,NA,NA
"11545","ford","united states",2003,"Explorer Sport Trac 4WD","Standard Pickup Trucks",4,"Automatic 5-spd","CLKUP","6","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,14,18,15,NA,NA
"11546","ford","united states",2003,"Explorer Sport Trac 4WD","Standard Pickup Trucks",4,"Manual 5-spd",NA,"6","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,15,18,16,NA,NA
"11547","ford","united states",2003,"F150 Pickup 4WD","Standard Pickup Trucks",4.2,"Automatic 4-spd","CLKUP","6","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,14,17,15,NA,NA
"11548","ford","united states",2003,"F150 Pickup 4WD","Standard Pickup Trucks",4.2,"Manual 5-spd",NA,"6","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,15,18,16,NA,NA
"11549","ford","united states",2003,"F150 Pickup 4WD","Standard Pickup Trucks",4.6,"Automatic 4-spd","CLKUP","8","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,13,17,15,NA,NA
"11550","ford","united states",2003,"F150 Pickup 4WD","Standard Pickup Trucks",4.6,"Manual 5-spd",NA,"8","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,13,17,14,NA,NA
"11551","ford","united states",2003,"F150 Pickup 4WD","Standard Pickup Trucks",5.4,"Automatic 4-spd","CLKUP","8","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,12,16,14,NA,NA
"11552","ford","united states",2003,"Ranger Pickup 4WD","Standard Pickup Trucks",3,"Automatic 5-spd","CLKUP","6","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,15,18,16,NA,NA
"11553","ford","united states",2003,"Ranger Pickup 4WD","Standard Pickup Trucks",3,"Manual 5-spd",NA,"6","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,16,19,17,NA,NA
"11554","ford","united states",2003,"Ranger Pickup 4WD","Standard Pickup Trucks",4,"Automatic 5-spd","CLKUP","6","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,14,17,15,NA,NA
"11555","ford","united states",2003,"Ranger Pickup 4WD","Standard Pickup Trucks",4,"Manual 5-spd",NA,"6","4-Wheel or All-Wheel Drive","Regular",FALSE,FALSE,FALSE,14,17,15,NA,NA
"11556","ford","united states",2003,"E150 Econoline 2WD","Vans",4.2,"Automatic 4-spd","CLKUP","6","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,13,17,15,NA,NA
"11557","ford","united states",2003,"E150 Econoline 2WD","Vans",4.6,"Automatic 4-spd","CLKUP","8","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,14,19,16,NA,NA
"11558","ford","united states",2003,"E150 Econoline 2WD","Vans",5.4,"Automatic 4-spd","CLKUP","8","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,12,15,13,NA,NA
"11559","ford","united states",2003,"E250 Econoline 2WD","Vans",4.2,"Automatic 4-spd","CLKUP","6","Rear-Wheel Drive","Regular",FALSE,FALSE,FALSE,12,16,14,NA,NA
