"","make","country","year","model","vclass","displ","tran","trans_dscr","cyl","drive","fueltype","tcharger","scharger","guzzler","cty","hwy","cmb","pv","lv"
"111","acura","japan",2000,"NSX","Two Seaters",3,"Automatic 4-spd","2MODE","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,22,18,NA,NA
"112","acura","japan",2000,"NSX","Two Seaters",3.2,"Manual 6-spd",NA,"6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,22,18,NA,NA
"113","acura","japan",2000,"Integra","Subcompact Cars",1.8,"Automatic 4-spd",NA,"4","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,21,28,23,80,12.5
"114","acura","japan",2000,"Integra","Subcompact Cars",1.8,"Manual 5-spd",NA,"4","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,22,28,24,80,12.5
"115","acura","japan",2000,"Integra","Subcompact Cars",1.8,"Manual 5-spd",NA,"4","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,22,28,24,80,12.5
"116","acura","japan",2000,"3.2TL","Midsize Cars",3.2,"Automatic 5-spd","2MODE","6","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,27,20,96,14
"117","acura","japan",2000,"3.5RL","Midsize Cars",3.5,"Automatic 4-spd",NA,"6","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,22,18,96,15
"118","acura","japan",2001,"NSX","Two Seaters",3,"Automatic (S4)","2MODE","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,22,18,NA,NA
"119","acura","japan",2001,"NSX","Two Seaters",3.2,"Manual 6-spd",NA,"6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,22,18,NA,NA
"120","acura","japan",2001,"Integra","Subcompact Cars",1.8,"Automatic 4-spd",NA,"4","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,21,28,23,80,12.5
"121","acura","japan",2001,"Integra","Subcompact Cars",1.8,"Manual 5-spd",NA,"4","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,22,28,24,80,12.5
"122","acura","japan",2001,"Integra","Subcompact Cars",1.8,"Manual 5-spd",NA,"4","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,22,28,24,80,12.5
"123","acura","japan",2001,"3.2CL","Compact Cars",3.2,"Automatic (S5)","2MODE","6","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,27,20,90,14
"124","acura","japan",2001,"3.2TL","Midsize Cars",3.2,"Automatic (S5)","2MODE","6","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,27,20,96,14
"125","acura","japan",2001,"3.5RL","Midsize Cars",3.5,"Automatic 4-spd",NA,"6","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,22,18,96,15
"126","acura","japan",2001,"MDX","Sport Utility Vehicles",3.5,"Automatic 5-spd",NA,"6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,21,17,NA,NA
"127","acura","japan",2002,"NSX","Two Seaters",3,"Automatic (S4)","2MODE","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,22,18,NA,NA
"128","acura","japan",2002,"NSX","Two Seaters",3.2,"Manual 6-spd",NA,"6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,22,18,NA,NA
"129","acura","japan",2002,"RSX","Subcompact Cars",2,"Manual 5-spd",NA,"4","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,23,30,26,81,16
"130","acura","japan",2002,"RSX","Subcompact Cars",2,"Manual 6-spd",NA,"4","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,21,28,24,81,16
"131","acura","japan",2002,"RSX","Subcompact Cars",2,"Automatic (S5)","2MODE","4","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,21,30,24,81,16
"132","acura","japan",2002,"3.2CL","Compact Cars",3.2,"Automatic (S5)","2MODE","6","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,27,21,90,14
"133","acura","japan",2002,"3.2TL","Midsize Cars",3.2,"Automatic (S5)","2MODE","6","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,27,21,96,14
"134","acura","japan",2002,"3.5RL","Midsize Cars",3.5,"Automatic 4-spd",NA,"6","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,22,18,96,15
"135","acura","japan",2002,"MDX","Sport Utility Vehicles",3.5,"Automatic 5-spd",NA,"6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,21,17,NA,NA
"136","acura","japan",2003,"NSX","Two Seaters",3,"Automatic (S4)","2MODE CLKUP","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,22,18,NA,NA
"137","acura","japan",2003,"NSX","Two Seaters",3.2,"Manual 6-spd",NA,"6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,22,18,NA,NA
"138","acura","japan",2003,"RSX","Subcompact Cars",2,"Manual 5-spd",NA,"4","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,24,30,26,81,16
"139","acura","japan",2003,"RSX","Subcompact Cars",2,"Manual 6-spd",NA,"4","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,21,28,24,81,16
"140","acura","japan",2003,"RSX","Subcompact Cars",2,"Automatic (S5)","2MODE CLKUP","4","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,21,30,25,81,16
"141","acura","japan",2003,"3.2CL","Compact Cars",3.2,"Manual 6-spd",NA,"6","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,26,20,90,14
"142","acura","japan",2003,"3.2CL","Compact Cars",3.2,"Automatic (S5)","2MODE CLKUP","6","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,27,21,90,14
"143","acura","japan",2003,"3.2TL","Midsize Cars",3.2,"Automatic (S5)","2MODE CLKUP","6","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,27,21,96,14
"144","acura","japan",2003,"3.5RL","Midsize Cars",3.5,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,22,18,96,15
"145","acura","japan",2003,"MDX 4WD","Sport Utility Vehicles",3.5,"Automatic 5-spd","CLKUP","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,21,17,NA,NA
"146","acura","japan",2004,"NSX","Two Seaters",3,"Automatic (S4)","2MODE CLKUP","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,22,18,NA,NA
"147","acura","japan",2004,"NSX","Two Seaters",3.2,"Manual 6-spd",NA,"6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,22,18,NA,NA
"148","acura","japan",2004,"RSX","Subcompact Cars",2,"Manual 5-spd",NA,"4","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,24,30,26,81,16
"149","acura","japan",2004,"RSX","Subcompact Cars",2,"Manual 6-spd",NA,"4","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,21,28,24,81,16
"150","acura","japan",2004,"RSX","Subcompact Cars",2,"Automatic (S5)","2MODE CLKUP","4","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,22,31,25,81,16
"151","acura","japan",2004,"TSX","Compact Cars",2.4,"Manual 6-spd",NA,"4","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,19,27,22,91,13
"152","acura","japan",2004,"TSX","Compact Cars",2.4,"Automatic (S5)","2MODE CLKUP","4","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,20,29,23,91,13
"153","acura","japan",2004,"3.5RL","Midsize Cars",3.5,"Automatic 4-spd","CLKUP","6","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,22,18,96,15
"154","acura","japan",2004,"TL","Midsize Cars",3.2,"Manual 6-spd",NA,"6","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,28,21,98,12
"155","acura","japan",2004,"TL","Midsize Cars",3.2,"Automatic (S5)","2MODE CLKUP","6","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,26,21,98,12
"156","acura","japan",2004,"MDX 4WD","Sport Utility Vehicles",3.5,"Automatic 5-spd","CLKUP","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,21,17,NA,NA
"157","acura","japan",2005,"NSX","Two Seaters",3,"Automatic (S4)","2MODE CLKUP","6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,22,18,NA,NA
"158","acura","japan",2005,"NSX","Two Seaters",3.2,"Manual 6-spd",NA,"6","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,22,18,NA,NA
"159","acura","japan",2005,"RSX","Subcompact Cars",2,"Manual 5-spd",NA,"4","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,24,31,26,81,16
"160","acura","japan",2005,"RSX","Subcompact Cars",2,"Manual 6-spd",NA,"4","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,20,28,23,81,16
"161","acura","japan",2005,"RSX","Subcompact Cars",2,"Automatic (S5)","2MODE CLKUP","4","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,22,31,25,81,16
"162","acura","japan",2005,"TSX","Compact Cars",2.4,"Manual 6-spd",NA,"4","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,19,27,22,91,13
"163","acura","japan",2005,"TSX","Compact Cars",2.4,"Automatic (S5)","2MODE CLKUP","4","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,20,28,23,91,13
"164","acura","japan",2005,"RL","Midsize Cars",3.5,"Automatic (S5)","2MODE CLKUP","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,24,19,99,13
"165","acura","japan",2005,"TL","Midsize Cars",3.2,"Manual 6-spd",NA,"6","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,26,21,98,12
"166","acura","japan",2005,"TL","Midsize Cars",3.2,"Automatic (S5)","2MODE CLKUP","6","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,26,21,98,12
"167","acura","japan",2005,"MDX 4WD","Sport Utility Vehicles",3.5,"Automatic 5-spd","CLKUP","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,21,17,NA,NA
"168","acura","japan",2006,"RSX","Subcompact Cars",2,"Manual 5-spd",NA,"4","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,24,31,26,81,16
"169","acura","japan",2006,"RSX","Subcompact Cars",2,"Manual 6-spd",NA,"4","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,20,28,23,81,16
"170","acura","japan",2006,"RSX","Subcompact Cars",2,"Automatic (S5)","2MODE CLKUP","4","Front-Wheel Drive","Regular",FALSE,FALSE,FALSE,22,31,25,81,16
"171","acura","japan",2006,"RL","Midsize Cars",3.5,"Automatic (S5)","2MODE CLKUP","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,24,19,99,13
"172","acura","japan",2006,"TL","Midsize Cars",3.2,"Manual 6-spd",NA,"6","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,26,21,98,12
"173","acura","japan",2006,"TL","Midsize Cars",3.2,"Automatic (S5)","2MODE CLKUP","6","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,26,21,98,12
"174","acura","japan",2006,"MDX 4WD","Sport Utility Vehicles",3.5,"Automatic 5-spd","CLKUP","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,21,17,NA,NA
"175","acura","japan",2006,"TSX","Compact Cars",2.4,"Automatic (S5)","2MODE CLKUP","4","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,20,28,23,91,13
"176","acura","japan",2006,"TSX","Compact Cars",2.4,"Manual 6-spd",NA,"4","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,19,28,22,91,13
"177","acura","japan",2007,"TSX","Compact Cars",2.4,"Manual 6-spd",NA,"4","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,19,28,22,91,13
"178","acura","japan",2007,"TSX","Compact Cars",2.4,"Automatic (S5)","2MODE CLKUP","4","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,20,28,23,91,13
"179","acura","japan",2007,"RL","Midsize Cars",3.5,"Automatic (S5)","2MODE CLKUP","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,24,19,99,13
"180","acura","japan",2007,"TL","Midsize Cars",3.2,"Automatic (S5)","2MODE CLKUP","6","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,26,21,98,12
"181","acura","japan",2007,"TL","Midsize Cars",3.5,"Manual 6-spd",NA,"6","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,27,21,98,12
"182","acura","japan",2007,"TL","Midsize Cars",3.5,"Automatic (S5)","2MODE CLKUP","6","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,26,20,98,12
"183","acura","japan",2007,"MDX 4WD","Sport Utility Vehicles",3.7,"Automatic (S5)","2MODE CLKUP","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,20,17,NA,NA
"184","acura","japan",2007,"RDX 4WD","Sport Utility Vehicles",2.3,"Automatic (S5)","2MODE CLKUP","4","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,17,22,19,NA,NA
"185","acura","japan",2008,"TSX","Compact Cars",2.4,"Manual 6-spd",NA,"4","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,19,28,22,91,13
"186","acura","japan",2008,"TSX","Compact Cars",2.4,"Automatic (S5)","2MODE CLKUP","4","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,20,28,23,91,13
"187","acura","japan",2008,"RL","Midsize Cars",3.5,"Automatic (S5)","2MODE CLKUP","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,24,19,99,13
"188","acura","japan",2008,"TL","Midsize Cars",3.2,"Automatic (S5)","2MODE CLKUP","6","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,26,21,98,12
"189","acura","japan",2008,"TL","Midsize Cars",3.5,"Manual 6-spd",NA,"6","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,27,21,98,12
"190","acura","japan",2008,"TL","Midsize Cars",3.5,"Automatic (S5)","2MODE CLKUP","6","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,26,20,98,12
"191","acura","japan",2008,"MDX 4WD","Sport Utility Vehicles",3.7,"Automatic (S5)","2MODE CLKUP","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,20,17,NA,NA
"192","acura","japan",2008,"RDX 4WD","Sport Utility Vehicles",2.3,"Automatic (S5)","2MODE CLKUP","4","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,17,22,19,NA,NA
"193","acura","japan",2009,"TSX","Compact Cars",2.4,"Manual 6-spd",NA,"4","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,20,28,23,95,13
"194","acura","japan",2009,"TSX","Compact Cars",2.4,"Automatic (S5)","2MODE CLKUP","4","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,21,30,25,95,13
"195","acura","japan",2009,"RL","Midsize Cars",3.7,"Automatic (S5)","2MODE CLKUP","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,22,18,99,13
"196","acura","japan",2009,"RDX 4WD","Sport Utility Vehicles",2.3,"Automatic (S5)","2MODE CLKUP","4","4-Wheel or All-Wheel Drive","Premium",TRUE,FALSE,FALSE,17,22,19,NA,NA
"197","acura","japan",2009,"MDX 4WD","Sport Utility Vehicles",3.7,"Automatic (S5)","2MODE CLKUP","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,15,20,17,NA,NA
"198","acura","japan",2009,"TL 2WD","Midsize Cars",3.5,"Automatic (S5)","2MODE CLKUP","6","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,26,21,98,13
"199","acura","japan",2009,"TL 4WD","Midsize Cars",3.7,"Automatic (S5)","2MODE CLKUP","6","4-Wheel or All-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,25,20,98,13
"200","acura","japan",2010,"TSX","Compact Cars",2.4,"Manual 6-spd",NA,"4","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,20,28,23,95,13
"201","acura","japan",2010,"TSX","Compact Cars",2.4,"Automatic (S5)",NA,"4","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,21,30,25,95,13
"202","acura","japan",2010,"TSX","Compact Cars",3.5,"Automatic (S5)",NA,"6","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,27,21,95,13
"203","acura","japan",2010,"RL","Midsize Cars",3.7,"Automatic (S5)",NA,"6","All-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,22,18,99,13
"207","acura","japan",2010,"RDX 2WD","Sport Utility Vehicles",2.3,"Automatic (S5)",NA,"4","Front-Wheel Drive","Premium",TRUE,FALSE,FALSE,19,24,21,NA,NA
"208","acura","japan",2010,"RDX 4WD","Sport Utility Vehicles",2.3,"Automatic (S5)",NA,"4","All-Wheel Drive","Premium",TRUE,FALSE,FALSE,17,22,19,NA,NA
"209","acura","japan",2010,"TL 2WD","Midsize Cars",3.5,"Automatic (S5)",NA,"6","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,26,21,98,13
"210","acura","japan",2010,"TL 4WD","Midsize Cars",3.7,"Manual 6-spd",NA,"6","All-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,25,20,98,13
"211","acura","japan",2010,"TL 4WD","Midsize Cars",3.7,"Automatic (S5)",NA,"6","All-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,25,20,98,13
"212","acura","japan",2010,"MDX 4WD","Sport Utility Vehicles",3.7,"Automatic (S6)",NA,"6","All-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,21,18,NA,NA
"213","acura","japan",2010,"ZDX 4WD","Sport Utility Vehicles",3.7,"Automatic (S6)",NA,"6","All-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,23,19,NA,NA
"214","acura","japan",2011,"RDX 2WD","Sport Utility Vehicles",2.3,"Automatic (S5)",NA,"4","Front-Wheel Drive","Premium",TRUE,FALSE,FALSE,19,24,21,101,28
"215","acura","japan",2011,"RDX 4WD","Sport Utility Vehicles",2.3,"Automatic (S5)",NA,"4","All-Wheel Drive","Premium",TRUE,FALSE,FALSE,17,22,19,NA,NA
"216","acura","japan",2011,"TL 2WD","Midsize Cars",3.5,"Automatic (S5)",NA,"6","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,26,21,98,13
"217","acura","japan",2011,"TL 4WD","Midsize Cars",3.7,"Manual 6-spd",NA,"6","All-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,25,20,98,13
"218","acura","japan",2011,"TL 4WD","Midsize Cars",3.7,"Automatic (S5)",NA,"6","All-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,25,20,98,13
"219","acura","japan",2011,"MDX 4WD","Sport Utility Vehicles",3.7,"Automatic (S6)",NA,"6","All-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,21,18,NA,NA
"220","acura","japan",2011,"RL","Midsize Cars",3.7,"Automatic (S6)",NA,"6","All-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,24,20,99,14
"221","acura","japan",2011,"ZDX 4WD","Sport Utility Vehicles",3.7,"Automatic (S6)",NA,"6","All-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,23,19,NA,NA
"222","acura","japan",2012,"TL 2WD","Midsize Cars",3.5,"Automatic (S6)",NA,"6","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,20,29,23,98,13
"223","acura","japan",2012,"TL 4WD","Midsize Cars",3.7,"Automatic (S6)",NA,"6","All-Wheel Drive","Premium",FALSE,FALSE,FALSE,18,26,21,98,13
"224","acura","japan",2012,"TL 4WD","Midsize Cars",3.7,"Manual 6-spd",NA,"6","All-Wheel Drive","Premium",FALSE,FALSE,FALSE,17,25,20,98,13
"225","acura","japan",2012,"TSX","Compact Cars",2.4,"Manual 6-spd",NA,"4","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,21,29,24,95,14
"226","acura","japan",2012,"TSX","Compact Cars",2.4,"Automatic (S5)",NA,"4","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,22,31,26,95,14
"227","acura","japan",2012,"TSX","Compact Cars",3.5,"Automatic (S5)",NA,"6","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,19,28,23,95,14
"228","acura","japan",2012,"TSX Wagon","Small Station Wagons",2.4,"Automatic (S5)",NA,"4","Front-Wheel Drive","Premium",FALSE,FALSE,FALSE,22,30,25,94,26
"229","acura","japan",2012,"RDX 2WD","Sport Utility Vehicles",2.3,"Automatic (S5)",NA,"4","Front-Wheel Drive","Premium",TRUE,FALSE,FALSE,19,24,21,NA,NA
"230","acura","japan",2012,"ZDX 4WD","Sport Utility Vehicles",3.7,"Automatic (S6)",NA,"6","All-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,23,19,NA,NA
"231","acura","japan",2012,"RDX 4WD","Sport Utility Vehicles",2.3,"Automatic (S5)",NA,"4","All-Wheel Drive","Premium",TRUE,FALSE,FALSE,17,22,19,NA,NA
"232","acura","japan",2012,"MDX 4WD","Sport Utility Vehicles",3.7,"Automatic (S6)",NA,"6","All-Wheel Drive","Premium",FALSE,FALSE,FALSE,16,21,18,NA,NA
"275","alfa romeo","italy/ united states",2009,"8 C Spider","Minicompact Cars",4.7,"Automatic 6-spd",NA,"8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,11,16,13,45,5
"300","aston martin","united kingdom",2000,"DB-7 Vantage Coupe","Minicompact Cars",5.9,"Automatic 5-spd","2MODE CLKUP","12","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,10,17,12,72,6
"301","aston martin","united kingdom",2000,"DB-7 Vantage Coupe","Minicompact Cars",5.9,"Manual 6-spd",NA,"12","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,10,17,12,72,6
"302","aston martin","united kingdom",2000,"DB-7 Vantage Volante","Minicompact Cars",5.9,"Automatic 5-spd","2MODE CLKUP","12","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,10,17,12,72,6
"303","aston martin","united kingdom",2000,"DB-7 Vantage Volante","Minicompact Cars",5.9,"Manual 6-spd",NA,"12","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,10,17,12,72,6
"304","aston martin","united kingdom",2002,"Vanquish","Two Seaters",5.9,"Automatic (S6)","CLKUP","12","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,11,18,13,NA,NA
"305","aston martin","united kingdom",2003,"Vanquish","Minicompact Cars",5.9,"Automatic (S6)","CLKUP","12","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,11,18,13,78,6
"306","aston martin","united kingdom",2003,"DB-7 GT Coupe","Minicompact Cars",5.9,"Manual 6-spd","CLKUP","12","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,9,15,11,72,6
"307","aston martin","united kingdom",2003,"DB-7 GT Volante","Minicompact Cars",5.9,"Manual 6-spd","CLKUP","12","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,9,16,11,72,6
"308","aston martin","united kingdom",2003,"DB-7 Vantage Coupe","Minicompact Cars",5.9,"Automatic 5-spd","CLKUP","12","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,11,18,13,72,6
"309","aston martin","united kingdom",2003,"DB-7 Vantage Coupe","Minicompact Cars",5.9,"Manual 6-spd","CLKUP","12","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,10,17,12,72,6
"310","aston martin","united kingdom",2003,"DB-7 Vantage Volante","Minicompact Cars",5.9,"Automatic 5-spd","CLKUP","12","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,10,17,12,72,6
"311","aston martin","united kingdom",2003,"DB-7 Vantage Volante","Minicompact Cars",5.9,"Manual 6-spd","CLKUP","12","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,10,17,12,72,6
"312","aston martin","united kingdom",2003,"DB AR1","Two Seaters",5.9,"Automatic 5-spd","CLKUP","12","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,10,17,12,NA,NA
"313","aston martin","united kingdom",2003,"DB AR1","Two Seaters",5.9,"Manual 6-spd","CLKUP","12","Rear-Wheel Drive","Premium",FALSE,FALSE,FALSE,9,16,11,NA,NA
"314","aston martin","united kingdom",2004,"V12 Vanquish","Minicompact Cars",5.9,"Automatic (S6)","CLKUP","12","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,11,18,13,78,6
"315","aston martin","united kingdom",2005,"DB9","Minicompact Cars",5.9,"Automatic (S6)","CLKUP","12","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,11,18,13,78,5
"316","aston martin","united kingdom",2005,"DB9 Volante","Minicompact Cars",5.9,"Automatic (S6)","CLKUP","12","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,11,17,13,78,5
"317","aston martin","united kingdom",2005,"V12 Vanquish S","Minicompact Cars",5.9,"Automatic (S6)","CLKUP","12","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,10,16,12,78,6
"318","aston martin","united kingdom",2005,"DB9 Coupe Manual","Minicompact Cars",5.9,"Manual 6-spd",NA,"12","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,10,16,12,78,5
"319","aston martin","united kingdom",2005,"DB9 Volante Manual","Minicompact Cars",5.9,"Manual 6-spd",NA,"12","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,10,16,12,78,5
"320","aston martin","united kingdom",2006,"DB9 Coupe","Minicompact Cars",5.9,"Automatic (S6)","CLKUP","12","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,11,18,13,78,5
"321","aston martin","united kingdom",2006,"DB9 Coupe Manual","Minicompact Cars",5.9,"Manual 6-spd",NA,"12","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,10,16,12,78,5
"322","aston martin","united kingdom",2006,"DB9 Volante","Minicompact Cars",5.9,"Automatic (S6)","CLKUP","12","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,11,17,13,78,5
"323","aston martin","united kingdom",2006,"DB9 Volante Manual","Minicompact Cars",5.9,"Manual 6-spd",NA,"12","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,10,16,12,78,5
"324","aston martin","united kingdom",2006,"V12 Vanquish S","Minicompact Cars",5.9,"Automatic (S6)","CLKUP","12","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,10,16,12,78,6
"325","aston martin","united kingdom",2006,"V8 Vantage","Two Seaters",4.3,"Manual 6-spd",NA,"8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,12,17,14,NA,NA
"326","aston martin","united kingdom",2007,"V8 Vantage","Two Seaters",4.3,"Manual 6-spd",NA,"8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,12,19,15,NA,NA
"327","aston martin","united kingdom",2007,"DB9 Coupe","Minicompact Cars",5.9,"Automatic (S6)","CLKUP","12","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,11,18,13,78,5
"328","aston martin","united kingdom",2007,"DB9 Coupe Manual","Minicompact Cars",5.9,"Manual 6-spd",NA,"12","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,10,16,12,78,5
"329","aston martin","united kingdom",2007,"DB9 Volante","Minicompact Cars",5.9,"Automatic (S6)","CLKUP","12","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,11,17,13,78,5
"330","aston martin","united kingdom",2007,"DB9 Volante Manual","Minicompact Cars",5.9,"Manual 6-spd",NA,"12","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,10,16,12,78,5
